freshwater_id;originalname;othernames;flag;lat;lon;country;ICES_GUID;ICES_key;ICES_GUID_duplicate;
;81;;what is this;;;;;;;
;83;;what is this;;;;;;;
;Lotlax bäck;;;63.17523;22.2;Finland;44376d46-16c9-4bb6-bc7a-278a89786a0f;FI84007;;
;Loviisanjoki;;;60.4715973;26.2120253;Finland;b63622e6-2c03-46ef-86fc-96ca59e4b0aa;FI81027;;
;Loån;;;;;Sweden;;;;
;lue_01_c;;?;;;Germany;;;;
;lue_01_d;;?;;;Germany;;;;
;lue_02;;?;;;Germany;;;;
;lue_03_b;;?;;;Germany;;;;
;lue_03_c;;?;;;Germany;;;;
;lue_08;;?;;;Germany;;;;
;Luga;;;58.735699;29.8475013;Russia;;;;
;Luhnau;;;54.1760668;9.6445827;Germany;;;;
;Lukne;Luknė;;55.4347145;23.3278203;Lithuania;;;;
;Luleälven;;;66.9591438;19.8036578;Sweden;dd9fd8a3-cad6-4cda-8ddc-5a23a7a0991e;SE9000;;
;Lumijoki;;;64.8384044;25.1868431;Finland;04be74b0-a9d8-4e27-a97f-8bb43b999b31;FI84102;;
;Luoba;;;56.2792999;21.5223265;Lithuania;;;;
;Lupawa;;;54.4181463;17.4127414;Poland;;;;
;Lusis;;;;;;;;;
;Lübscher Mühlenbach;;;53.844072;9.576131;Germany;;;;
;Lyckebyån;;;56.5210969;15.5916455;Sweden;bb39eee9-163f-449c-bbf0-98480d229523;SE80000;;
;Låge Å;;;54.8487214;11.6158268;Denmark;100d6521-1940-4152-90bd-c0a16411b35f;DK0805;;
;Långsjön (Åland);;;60.21943845;19.94791908;Finland;c13b727f-6980-4676-bfb3-75fa72b97cc4;FI82047A;;
;Långträskdiket;;;;;;1b514c55-8445-44dc-9f2b-585d1f173775;FI84023;;
;Långträskån;;;65.3272927;20.2704051;Sweden;;;;
;Långängsbäcken;;;59.6930266;17.0070451;Sweden;aac6d20e-1de2-4c8e-92c6-5a420fd3d35a;FI81034;;
;Lähkma jõgi;;;58.2648765;24.8684761;Estonia;;;;
;Lätäseno;;;68.7194327;22.223983;Finland;;;;
;Lögdeälven;Lögde;;63.8516494;18.9063606;Sweden;aea873c7-1422-4825-ad33-ecc04316e846;SE32000;;
;Lößnitz;;;;;;;;;
;Maalahdenjoki;;;62.8758277;21.7414264;Finland;dee2abbd-4b36-4989-aa5f-4ea89bf4c041;FI40000;;
;Maderende;;;;;;9401bc58-b5bd-4f8d-9342-3080b8918bbb;DK0613;;
;Maglevands Fald;;;54.96667;12.56667;;eb28013a-796f-4308-8964-68e4343dda08;DK0747e;;
;Maibach;;;;;;;;;
;Majavaoja;;;64.7630571;24.7490206;Finland;075f3815-7526-4bce-9108-47821e02b99b;FI84095;;
;Majorsbäcken;;;62.8999726;21.4533115;Finland;a25de3bd-3d1e-4ea0-8eea-393532bbfbdb;FI83119;;
;Makarlanjärvi;;;60.15676755;22.94999424;Finland;03a0af1f-7891-4c62-a7af-855b46a117fb;FI82018;;
;Malbäcken;;;62.3572172;16.6387202;Sweden;;;;
;Malda oja;;;58.41064685;24.30483706;Estonia;;;;
;Malenter Au ML;;ML, UL;;;Germany;;;;
;Malenter Au UL;;;;;Germany;;;;
;Malinovka;;;;;Russia;;;;
;Malliner Wasser;;;53.508967;13.0873433;Germany;;;;
;Mankinjoki;;;60.185217;24.57826;Finland;4be69311-5017-4715-ba03-497a569f1875;FI81057;;
;Marielundsbækken;;;;;;531aaaf8-828c-40c6-b40d-24ef395b9554;DK1205 a;;
;Marjavuorenoja;;;60.67687;21.57666;Finland;a405c325-21ed-4db5-9166-2bf2814a0143;FI82060;;
;Marlower Bach;;;54.5289065;13.5381812;Germany;;;;
;Marrebæk Kanal;;;54.6818514;11.9095514;Denmark;86217e4f-5320-424c-abe9-acc4181cf114;DK0740;;
;Marrebæks Rende;;;54.9264525;11.1229275;Denmark;e33e328a-0a14-4d04-baab-78ac7dc495fd;DK0823;;
;Marsjön;;;60.354521;17.3112348;Sweden;06d42a57-fda5-4055-a980-77e28e56e409;FI81068;;
;Marströmmen;;;;;;f26c2d5e-8a97-4b6c-9878-d1f871dd807c;SE72000;;
;Matildanjärvi;;;60.21448445;22.93724174;Finland;38e53fbb-ff0e-4d16-b5a1-7199b408f263;FI82020;;
;Maurine;;;53.8187137;10.9292972;Germany;;;;
;Maurumaansalmenoja;;;60.8604723;21.4394559;Finland;03e173d5-a42d-46ed-8937-cf39e2aa54ad;FI82070;;
;Mazā Jugla;Maza Jugla;;56.9094558;24.8193288;Latvia;2a40f9cb-4763-4680-887f-1e4d2afae4e3;LV41234541;;
;Mazupīte;;;57.3377972;24.4518772;Latvia;4d8d21ab-5abb-4e1a-8fa2-2a1ca402a9ab;LV5342;;
;Mechelsdorfer Bach;;;;;;;;;
;Meelseløbet;;;;;;1dcb8566-3128-4c4e-bc11-864f3f3c3bc6;DK0743a;;
;Melnichnyi;;;;;Russia;;;;
;Melnsilupe;;;57.6360296;22.5704336;Latvia;;;;
;Melsted;;;55.2043518;14.9790321;Denmark;;;;
;Melå;;;;;;98ac4f1d-2220-4c40-a27b-3e8f9a4ae292;DK0118;;
;Mera;;;;;;;;;
;Merasjoki;;;67.9102802;23.5449822;Sweden;;;;
;Merenkurkku;;SEA;63.40649175;20.37182808;Sweden;;;;
;Meriküla oja;;;59.4105565;27.9598626;Estonia;;;;
;Merkys;;;54.3971563;24.9127026;Lithuania;;;;
;Midtmarksrende;;;54.8384073;10.3849608;Denmark;5253df69-b76e-45f8-92bd-0a0a00fa922f;DK0947;;
;Mieån;;;56.1946517;14.8501632;Sweden;52d411f6-adfc-48b8-ae20-132d8838c671;SE85000;;
;Mikkonlahti;;;64.09574625;23.61407823;Finland;e1764591-657e-4958-b9e3-6d82c3c734da;FI84066;;
;Mildenitz;;;53.4721103;13.6421133;Germany;;;;
;Mīlgrāvis;;;57.0255993;24.1421957;Latvia;;;;
;Minija;"Minijos bas; Minijos basin";;55.875509;21.7239723;Lithuania;;;;
;Mišupis;;;55.06642;23.35049;Lithuania;;;;
;Mittlere Trave;;;53.8766228;10.3153986;Germany;;;;
;Mittlere u Untere Trave;;;;;;;;;
;Mlinovka;;;;;;;;;
;Moellebaek;;;;;Denmark;;;;
;Moltenower Bach;;Beke;53.90437;11.881839;Germany;;;;
;Moltenower Bach (Beke);;Beke;53.90437;11.881839;Germany;;;;
;Monikonpuro;;;60.2324043;24.7960758;Finland;f7337a00-87f2-45a0-9d50-0511c9d586f5;FI81V052;;
;Mooskerinoja;;;61.5409255;21.611867;Finland;306e9963-7337-4471-9e79-bc2d7aa379b9;FI83043;;
;Moraträsk (Åland);;;;;;6d57e8b7-47a1-43f4-ad3e-befd42e4e9b1;FI82042A;;
;Moraån;;;59.0816394;17.6066369;Sweden;;;;
;Moserenden;;;55.3778173;9.8472372;Denmark;c38b1099-e823-48fb-b1ef-d139ee5d5c43;DK1011;;
;Motala ström;;;58.5468007;15.0714338;Sweden;47e8da47-16dd-453e-8d74-7f8e7ce84371;SE67000;;
;Motel;;?;;;Germany;;;;
;Motel3;;?;;;Germany;;;;
;Moälven;;;63.3285802;18.5330759;Sweden;3db069a1-199e-44f7-ad64-1a01b62286f9;SE36000;;
;mtr_01;;?;;;Germany;;;;
;mtr_02;;?;;;Germany;;;;
;mtr_03;;?;;;Germany;;;;
;mtr_04;;?;;;Germany;;;;
;mtr_07_a;;?;;;Germany;;;;
;mtr_07_b;;?;;;Germany;;;;
;mtr_08_a;;?;;;Germany;;;;
;mtr_09;;?;;;Germany;;;;
;mtr_10;;?;;;Germany;;;;
;mtr_14;;?;;;Germany;;;;
;mtr_15;;?;;;Germany;;;;
;mtr_18_a;;?;;;Germany;;;;
;mtr_19_a;;?;;;Germany;;;;
;mtr_19_c;;?;;;Germany;;;;
;Muehlenfliess;;;;;;;;;
;Muhojoki;;;65.4214545;25.3895739;Finland;af0e98c2-fad6-4f25-92cd-9e771ce75807;FI84124;;
;Muke;;;;;;;;;
;Munkebæk;;;54.9995504;15.048772;Denmark;a25f0904-fe7c-4ed8-8862-d651817277ab;DK0117;;
;Munkemølle Bæk;;;;;;ab5925be-d31b-467e-8313-376e607ca2ea;DK1131;;
;Munsala å;;;63.4272922;22.440743;Finland;1ea4d83e-a17c-4100-b08b-1b886b524e81;FI84014;;
;Muonionjoki;;;68.019323;23.5084059;Finland;;;;
;Musė;;;54.9365177;24.9125585;Lithuania;;;;
;Mustajoki;;;61.5534594;22.450365;Finland;;;;
;Mustaoja;;;61.5580427;22.4550674;Finland;dc268fad-cc93-4e07-8a49-645b30d906c9;FI84085;;
;Mustapuro;;;60.2187604;25.0799997;Finland;c72c9ec7-968d-43c0-8d41-98f0dc79f837;FI81V049;;
;Mustijoki;;;60.5272465;25.3019378;Finland;5c5a2453-f22b-4187-80a2-e3f00a5db449;FI19000;;
;Mustoja jõgi;;;59.585385;26.173447;Estonia;;;;
;MV;;?;;;;;;;
;Mühlbach;;?;;;;;;;
;Mühlbach (Hohensprenz);;?;;;Germany;;;;
;Mühlbach Hohensprenz;;?;;;Germany;;;;
;Mühlbach Strelasund;;?;;;Germany;;;;
;Mühlenau;;;53.6536742;9.7995233;Germany;;;;
;Mühlenbach;;Check these;;;;;;;
;Mühlenbach (Strelasund);;Check these;;;Germany;;;;
;Mühlenbach Strelasund;;Check these;;;Germany;;;;
;Mühlenbach UL;;Check these;;;;;;;
;Mühlenbach(Strelasund);;Check these;;;Germany;;;;
;Mühlenfließ;"Mühlenfliess; Mühlenfließ1";;;;;;;;
;Mühlenstrom;;;54.7066556;9.5806825;Germany;;;;
;Mynäjoki;;;60.7170499;22.0935594;Finland;4cc1c90a-a36c-4ebb-8aa0-08065625c1e7;FI30000;;
;Mångbyån;;;;;;9d4103a8-28ed-4d51-9699-2b6f81a18b13;SE22000;;
;Mårbæk;;;55.0479398;9.0776466;Denmark;28ad8a6a-cf79-48ba-8fcd-5c312dda5b24;DK0720;;
;Mägara oja;;;59.4077728;27.4371358;Estonia;;;;
;Männiku oja;;;57.8062293;26.1940082;Estonia;;;;
;Männiku(Kolga) jõgi;;;59.4712416;25.5993916;Estonia;;;;
;Mäntsäläjoki;;;;;;;;;
;Mätäoja;;;60.2554716;24.8629661;Finland;aa5eb8d2-ae27-4e68-bf10-fe5475ba0ab2;FI81051;;
;Møllebæk;;;55.2374104;14.8081715;Denmark;948bbe9e-78b3-4392-8857-b0587f8f0c6a;DK0140;;
;Møllebæk ved Vang;;;;;;491a52c2-a2f4-487d-a009-fd43f16a05a8;DK0101;;
;Møllegård Bæk;;;55.2310827;14.8791844;Denmark;fc66f319-973e-44da-a099-e3fd1aa64e39;DK0137;;
;Møllerende;;;55.6657106;11.5018001;Denmark;58754dea-b3ed-4721-92c0-d1e7bebc7987;DK0513;;
;Møllesø Rende;;;54.8408084;10.4386676;Denmark;e3a22094-9891-47ab-acfa-1adc370691c2;DK0946;;
;Mörrumsån;;;56.8665326;14.7254221;Sweden;66f72c66-0085-43bb-8628-15781c396bcd;SE86000;;
;Mötteröisenoja;;;;;;6ae17c3e-d652-4b41-9784-b0bd35c109d1;FI84100;;
;Naamijoki;;;67.0756882;23.9653553;Finland;;;;
;Næs Å;;;55.0595267;11.8408129;Denmark;5a8bd1af-e544-4db9-9c0b-4fbdf41972f2;DK0631;;
;Narnebäcken;;;62.9175172;21.485026;Finland;471c2e40-ed60-491f-ae12-b4e10463341a;FI83121;;
;Narva jõgi;Narva;;59.4512792;28.0881184;Estonia;9096cd20-8c6a-4382-a114-60d4dd251235;EEVEE1062200;;
;Navesti jõgi;;;58.599824;25.4434103;Estonia;;;;
;Nea;;;;;Russia;f325eb4c-282f-4afb-8317-f3ad412d9705;SE114000;;
;Nebel;;;54.6516675;8.3536194;Germany;;;;
;Nelma;;;;;Russia;;;;
;Nemenčia;Nemencia;;54.8511809;25.4646215;Lithuania;;;;
;Nemunas;;;54.1566599;24.1838501;Lithuania;;;;
;Nepste oja;;;58.06778;24.6425;Estonia;;;;
;Neris;;;;;Lithuania;;;;
;Neris B;;B;;;;;;;
;Neris basin;;B;;;Lithuania;;;;
;Nessendorfer Mühlenau;;;53.602968;9.906107;Germany;;;;
;Neu Karin;;;54.0007912;11.7462802;Germany;;;;
;Neva;;;59.941638;30.3098903;Russia;;;;
;Nevas å;;;;;;338d7f7d-b524-4735-a4a1-53eb73618380;FI81043;;
;Neveza;;;;;;;;;
;Nianån;;;61.604626;17.0598793;Sweden;e022bb8e-46e8-493c-8df2-c91b086b9b7c;SE46000;;
;Niemenjoki;;;62.2651383;26.3292905;Finland;6f7fc19f-6745-4a4f-805e-a141be5ad66f;FI84057;;
;Niinemäe peakraav;;;58.915384;25.748642;Estonia;;;;
;Nimetu oja Laugu küla juures;;;;;Estonia;;;;
;Nioman;;;;;;;;;
;Nissan;;;;;;eee4eb4d-fcb4-4217-a2d8-8c126a7d9a48;SE101000;;
;Nonnenbach;;;;;;;;;
;Nordborg Bæk;;;55.0599254;9.7259471;Denmark;c9970f9f-4842-40ae-b2c1-753f6b36f2d3;DK1109;;
;Nordlige vandl i Alslev Skov;;;;;;54fbd49a-901b-4cf9-a0b3-a31eecb24806;DK0728;;
;Norralaån;;;61.3568971;16.9978482;Sweden;a5b9a938-b59f-42a9-82b4-1bbf06daff61;SE47000;;
;Norrgårdsdiket;;;;;;7b550cb4-7a12-4d48-91b4-0d068ddad2db;FI83092;;
;Norrmossbäcken;;;63.78412;23.00818;Finland;4bc54644-c1c9-43c6-b65c-e399e5218114;FI84038;;
;Norrström;;;59.32864515;18.06870622;Sweden;c33e5f9d-e206-4d6f-831c-7006bafe09d0;SE61000;;
;Norrträsk (Åland);;Island name mentioned;;;;89f324a5-4418-4e6a-b960-80eb681851ac;FI82041A;;
;Norrtäljeån;;;;;;2f26a3c1-28d7-457b-883c-5e67af31a521;SE59000;;
;Not Applicable;"Other; others; other rivers";Should not be here;;;;c5e4f3b9-298e-4348-8fb2-9bc90e44b874;;;
;Notec;;;;;;;;;
;Notkopuro;;;;;Russia;;;;
;Nõva jõgi;Nova jogi;;59.1734454;23.6991418;Estonia;;;;
;Nummenjoki;;;60.6055756;26.9572027;Finland;b9662a60-ddc4-4169-9702-b798305ca238;FI81015;;
;Nurmižupīte;Nurmizupite;;57.1742018;24.9756606;Latvia;7bc74125-267b-4ea7-9f25-a8151caaae2c;LV52194;;
;Nuutri jõgi;;;58.956091;22.7503413;Estonia;;;;
;Ny Krog Vandløb;;;;;;5c8cc7aa-2800-471a-9832-6b25f52b9f41;DK0710;;
;Nybroån;;;55.5064134;13.9022358;Sweden;b2d1ba8a-d2ac-44a7-af62-b86fe107d22d;SE89000;;
;Nyhandsbæk;;;54.961613;12.4498628;Denmark;c5ea90d5-c230-4f27-835d-944b9c01b1fe;DK0747a;;
;Nyköpingsån;;;58.7813888;16.9589754;Sweden;fe5520a2-58a1-48e2-b251-c5ca63b2d605;SE65000;;
;Närpiönjoki;;;62.6854506;21.680003;Finland;8c4a9b74-81d8-4f3b-9cfd-a613fe97b10e;FI39000;;
;Närvijoki;;;62.6646815;21.7507172;Finland;;;;
;Nätraån;;;63.2022176;18.5166961;Sweden;41198934-19a6-4649-aac6-940ae82c1943;SE37000;;
;Nättrabyån;;;56.4821953;15.3611176;Sweden;3a822a45-767c-456c-808d-ce8802a4d41b;SE81000;;
;Näätämöjoki;;;;;;8c3550de-0192-4120-8f3f-172b58214bb2;FI69000;;
;Nørremose grøft;;;56.3515602;8.3524914;Denmark;d4c6676e-35ce-4acf-8b30-0531ae76ef1d;DK0629;;
;Odderbæk;;;55.4161844;9.5763831;Denmark;6dd4cf7d-c5be-4749-a6cb-0b1aae2d5d28;DK0721;;
;Odderens Bæk;;;54.8913791;10.3341855;Denmark;3f85eff1-22af-4f26-b2f9-5784e405476f;DK0943;;
;Odense Å;;;55.3290712;10.3245413;Denmark;;;;
;Odra;;;;;;;;;
;og_10;;?;;;Germany;;;;
;og_15;;?;;;Germany;;;;
;og_16_a;;?;;;Germany;;;;
;og_16_b;;?;;;Germany;;;;
;og_16_c;;?;;;Germany;;;;
;Ogerna oja;;;59.0934528;23.585928;Estonia;;;;
;Oitme oja;;;58.5253;22.7226613;Estonia;;;;
;Oju pkr;;;;;Estonia;;;;
;Oksebækrende;;;;;;706ec73b-0368-4858-969f-fce353998050;DK0832;;
;Olandsån;;;60.0221604;18.0120099;Sweden;2e1505fb-0ec2-4d11-9f63-1d8cef701959;SE56000;;
;Olhavanjoki;Volkhov River;Does this refer to Volkhov RU?;59.2586237;31.8751805;Russia;b504eea3-b0ac-47ea-80db-4c36a995f1a0;FI62000;;
;Olkijoki;;;64.7044578;24.6596248;Finland;92538d63-3a90-40a0-88c4-bb16912bd337;FI84093;;
;Olofsnäs träsk (Åland);;Island name mentioned;60.36086255;19.85257496;Finland;f9f0cfa8-c282-4f69-9242-678b119255f3;FI82040A;;
;Olsbæk;;;55.5923244;12.2965726;Denmark;369e1dd2-fe30-4aa9-953e-2dc57faafcfa;DK0501;;
;Ondebæk;;;55.744537;11.3052301;Denmark;8ac47117-023a-4c23-8b02-0393e1609452;DK0409;;
;Õngu jõgi;;;58.8655503;22.459517;Estonia;;;;
;Onsbæk;;;55.0790312;14.7477439;Denmark;92823a74-dd64-4b62-b970-da0f783975af;DK0107;;
;Oravaistenjoki;;;;;;564b42a4-9093-4e10-b8d9-c3bd3c0dd41e;FI43000;;
;Ormebæk;;;55.0817623;14.7122868;Denmark;0cb3f7c1-e541-4da2-8f38-6879e1faac64;DK0106;;
;Orzechowka;;;53.6783;22.83779;Poland;;;;
;Osterbek;;;53.5935807;10.0698806;Germany;;;;
;Ostpeene;;;53.6831597;12.79027033;Germany;;;;
;otr_12_b;;?;;;Germany;;;;
;otr_13_b;;?;;;Germany;;;;
;otr_13_c;;?;;;Germany;;;;
;otr_14;;?;;;Germany;;;;
;otr_15_b;;?;;;Germany;;;;
;otr_15_c;;?;;;Germany;;;;
;Oulujoki;;;64.8446771;26.1925425;Finland;19dc007b-5c9e-4e82-87bd-81264fa368d9;FI59000;;
;Oxbek;;;54.6336297;9.6980493;Germany;;;;
;Paadrema jõgi;;;58.5311054;23.8643217;Estonia;;;;
;Paatsjoki;;;69.2394029;29.3145417;Russia;997c1d2f-4fb0-41b5-9b47-551336e36f4b;FI71000;;
;Pada jõgi;;;59.4373608;26.7109232;Estonia;;;;
;Pahaoja;;;68.4527862;26.8107834;Finland;c0e7132b-ef03-47b6-9895-57b60d3e6b50;FI84117;;
;Paimionjoki;;;60.616111;22.9603715;Finland;cd958f12-bd19-4cf8-91a0-042fdcfc9b5b;FI27000;;
;Paisillanoja;;;60.58083;27.76447;Finland;822499b7-7a94-4d85-8e15-2499f4e010bb;FI81002;;
;Pajesø Rende;;;55.9329507;11.6364;Denmark;384ea0fc-85bb-437b-9a38-a6d6ffd1fd4b;DK0401;;
;Pakajoki;;;67.6222505;23.6551614;Finland;;;;
;Palojoki;;;60.4362766;24.9196965;Finland;;;;
;Pandehave Å;;;56.0792556;12.4129939;Denmark;47e13ce0-a070-49ec-902a-ee274d84579f;DK0205;;
;Panzower;;;53.9824772;11.672781;Germany;;;;
;Panzower Bach;;;53.9824772;11.672781;Germany;;;;
;Parchow;;;54.5852632;13.2865319;Germany;;;;
;Parkajoki;;;67.7490354;23.1303927;Sweden;;;;
;Parnu;;;58.3835136;24.5081751;Estonia;;;;
;Parsęta;Parseta;;53.947612;16.0524052;Poland;;;;
;Paskapuro;;;;;Russia;;;;
;Pasleka;;;54.062566;20.0989194;Poland;;;;
;Pattijoki (bif. Haapajoki);;;64.688907;24.579593;Finland;da990c4c-ca0a-4a3e-9129-d786cbc0cef3;FI84090;;
;Peene;;;53.9272865;13.0759252;Germany;;;;
;Peezer Bach;;;54.1414652;12.2461667;Germany;;;;
;Peipiya;;;;;Russia;;;;
;Peipunoja;;;61.7834715;21.5689941;Finland;00c2bc07-28ab-4d1b-88e9-aff651ada99f;FI83063;;
;Pelysa;;;55.6853239;25.0827097;Lithuania;;;;
;Pennewitter Bach (in Teppnitzbach);;;53.821451;11.750479;Germany;;;;
;Pennu oja;;;59.1482294;24.051004;Estonia;;;;
;Penttilan-oja;;;;;Russia;;;;
;Perhonjoki;Perhojoki;;63.8428063;23.2386938;Finland;880eb0a7-cbcb-4f6e-8c97-38717f677b98;FI49000;;
;Perjatsi oja;;;59.387773;27.8391068;Estonia;;;;
;"Peršokšna; Peršoksna";Persoksna;;55.1560056;25.8524619;Lithuania;;;;
;Perämeren rannikkoalue;;coastal area;65.019787;25.506521;Finland;a89cffe5-a263-4899-b1cc-de2714c704de;FI84000;;
;Perämeri;;see Perämeren rannikkoalue;64.8141108;23.2226442;;;;;
;Peräoja;;;60.8723722;26.6253188;Finland;7f7c1199-3d68-4b4e-bbe6-2244642f2184;FI84106;;
;Peschanaya;;;;;Russia;;;;
;Petalaxå;;;;;;adb0bddb-94be-4d3a-8cd9-9c0298a44ebb;FI83114;;
;Pēterupe;Peterupe;;57.2235376;25.1858861;Latvia;f84361d0-2127-48a3-9396-11d9748144bd;LV5321;;
;Petrovka;;;;;Russia;;;;
;Piasnica;;;54.8156064;18.0652835;Poland;;;;
;Pidula nimetu oja;;;58.4235;22.15513;Estonia;;;;
;Pidula oja;;;58.454923;22.16297567;Estonia;;;;
;Piehinginjoki;;;64.58048;24.37991;Finland;9077c135-ed55-4073-9133-8121be45301c;FI56000;;
;Piehinkijoki;;;64.5279142;24.5156143;Finland;;;;
;Pietniemenoja;;;61.50698;21.62893;Finland;92b364bc-7b43-47d8-ba64-b3e5f8be579c;FI83039;;
;Pihlajanjoki;;;60.5422069;27.5923991;Finland;67b49a5a-847a-44e5-a0d9-f75a77485d3e;FI81005;;
;Piirsalu jõgi;;;59.0961998;24.049684;Estonia;;;;
;Pikasoo oja;;;;;Estonia;;;;
;Pikkmetsa jõgi;;;58.6926088;25.355579;Estonia;;;;
;Pikku Vammeljoki;;;;;Russia;;;;
;Pilkenbek;;;;;Germany;;;;
;Pilsupe;;;57.5438712;22.5198724;Latvia;;;;
;Pirita;Pirita jõgi;;59.2124995;25.0825138;Estonia;35a559b1-964e-452d-9e25-1dbdadc9a7bc;EEVEE1089200;;
;Pissebæk;;;55.2537713;14.7475576;Denmark;58e80ffa-4f0f-41f8-8c2e-5b4f485d4852;DK0100;;
;Piteälven;;;66.0704847;19.0595626;Sweden;b32b325d-9bf7-44ba-803f-8ed6f8e1b1aa;SE13000;;
;Pitragupe;;;57.6802588;22.380633;Latvia;9c1d6344-8278-471f-a9cc-be7c27af82eb;LV37341;;
;Piuhanjoki;;;60.5016955;22.1119853;Finland;0f4bd809-e9eb-4605-a15c-9f6e4f822be5;FI82049;;
;Plaštaka;Plastaka;;55.3181079;25.0585183;Lithuania;;;;
;Platenes kanāls;;;57.373992;21.737625;Latvia;eca2e908-ba4b-4ef4-bdaf-2243ddce4fcd;LV361222;;
;Poama oja;;;58.9224985;22.3202323;Estonia;;;;
;Põduste jõgi;Põduste;;58.3603376;22.5115062;Estonia;;;;
;Pohjaniitunoja;;;61.6693536;21.6677562;Finland;0841ae79-8454-41f1-9e77-7b4bd4b6115a;FI83056;;
;Poischower Mühlenbach;Poischower Muehlenbach;;53.853951;11.2033646;Germany;;;;
;Polchow;;;54.0097235;12.0956473;Germany;;;;
;Polevaya;;;;;Russia;;;;
;Pomlerende;;;54.8113963;12.1263622;Denmark;d9f7cc5d-b4b8-4b49-96fe-df2548525fd0;DK0744c;2f80e1ab-476e-444f-9e2f-9813efe5002f;
;Poolnõmme oja;;;;;Estonia;;;;
;Poroeno;;;69.087128;21.844333;Finland;;;;
;Porsbäcken;;;62.8397011;21.2593079;Finland;1a27771b-ecf0-4da7-9dba-441edd8c8060;FI83110;;
;Porvoonjoki;;;60.703013;25.6471721;Finland;5cfce40e-9610-4d02-af9e-bd9173511fdb;FI18000;;
;Prandi jõgi;;;58.8095361;25.5688675;Estonia;;;;
;Pregola;;;54.640895;21.0263894;Russia;;;;
;Priivitsa oja;;;57.996425;24.5475722;Estonia;;;;
;Privetnaya;;;;;Russia;;;;
;Prochladnaja;;;;;;;;;
;Prästbäcken;;;59.6316029;14.2485829;Sweden;;;;
;Prästträsket (Åland);;Island name mentioned;;;;27be6532-3d6f-490e-b7bb-13ebaf29d6aa;FI82048A;;
;Pudisoo jõgi;Pudisoo;;59.5068903;25.63967;Estonia;;;;
;Pukkilanoja;;;60.4497302;22.4592942;Finland;69392231-edbd-4e5e-968f-d7b0142e7bb3;FI82042;;
;Pulverbek;;;53.8554066;10.3626888;Germany;;;;
;Punapea jõgi;;;58.5368468;22.4880465;Estonia;;;;
;Puontpyölinjärvi;;;60.09614115;23.1645489;Finland;1545791e-3860-4fd7-9445-f46e90fe22be;FI82014;;
;Purilanjoki;;;60.3507147;23.0076667;Finland;64f9529c-c746-4ffb-be8d-9642972353e7;FI82028;;
;Purmonjoki;;;63.543154;22.9272744;Finland;d3e7aca7-9d2e-4e98-9a56-dcef62b07dc6;FI46000;;
;Puro (Repino);;;;;Russia;;;;
;Purtse jõgi;Purtse;;59.2714324;27.0006422;Estonia;99e2e8d3-1089-4758-b084-2fa66e36f6f3;EEVEE1068200;;
;Putaanoja;;;66.3635644;29.4079317;Finland;b1093811-90d4-4636-b97a-34a9f110401e;FI84131;;
;Puttanjoki;;;60.6684534;21.7298225;Finland;0ee4a2ad-8772-48b9-9c3f-18077a57c447;FI82056;;
;Pühajõgi;Pyhajogi;;59.3728168;27.4801906;Estonia;77514c80-06fd-4e7a-ba8a-6482b429e4b0;EEVEE1067000;;
;Pyhäjoki;;;64.4663193;24.2550528;Finland;62e7cd72-600e-424b-ac16-7c1151f7f25b;FI54000;;
;Pyölinjoki;;;60.5383803;27.4525486;Finland;0caf8f32-a353-40d0-9e8d-0eb10709883b;FI81011;;
;Pålböleån;;;63.9382216;20.5903682;Sweden;;;;
;Påø Bæk;;;54.8389284;10.7603082;Denmark;fbb59e48-c239-4a73-85d8-edcbd82e0cef;DK0959;;
;Pähkla oja;;;59.2281904;24.8910432;Estonia;;;;
;Pähkla pkr;;;59.19;24.87389;Estonia;;;;
;Päkinoja;;;61.891717;21.4679684;Finland;b6082087-7e79-42b4-bd24-502a93016ece;FI81009;;
;Pärlijõgi;;;57.6777244;26.881049;Estonia;;;;
;Pärnu jõgi;Pärnu;;58.6331089;25.1684058;Estonia;4dc04caa-e1f5-41d1-b124-ad0bb75349ed;EEVEE1123500;;
;Pöntiönjoki;;;64.0970918;23.7626847;Finland;31198f8f-54ce-4d0d-bf96-329c1299d675;FI52000;;
;Raaseporinjoki;;;59.9970225;23.6498732;Finland;;;;
;Rabeler Scheidebach;;;;;;;;;
;Radebach;;;53.752191;11.7194926;Germany;;;;
;Radegast;;;;;;;;;
;Radunia;;;54.3024501;18.3055024;Poland;;;;
;Raisionjoki;;;60.5411324;22.2161046;Finland;fae684cc-353e-4e59-9698-30e34cf03be3;FI82047;;
;Rajastenoja;;;;;;16219e2f-4932-4b35-a0f1-71e3837b6f7a;FI84144;;
;Raksupe;;;57.2620012;25.2656914;Latvia;;;;
;Raķupe;;;57.4169933;22.2408;Latvia;e6507e6c-73fa-49be-be3e-c7e20fe09736;LV3722481;;
;Ramlösabäcken;;;;;Sweden;;;;
;Rana;;;;;;156daf14-9a3f-471a-a3e7-15fb6a12d11c;SE116000;;
;Rand Bæk;;;;;;a5262665-a808-4889-ad40-97b4a891a556;DK1223;;
;Randkanal;;;53.6125506;9.4393097;Germany;;;;
;Ranna oja;;;58.7113455;26.90877482;Estonia;;;;
;Rannametsa jõgi;;;58.1120731;24.6396985;Estonia;;;;
;Raseborgs å;;;59.973657;23.437831;Finland;3bb4795d-abb1-441d-9fe0-9f29c201bd35;FI81073;;
