freshwater_id;originalname;othernames;flag;lat;lon;country;ICES_GUID;ICES_key;ICES_GUID_duplicate;
;81;;what is this;;;;;;;
;83;;what is this;;;;;;;
;Tämnarån;;;60.3316431;17.5219336;Sweden;ec124f63-536a-4a08-a254-119358cf9bc1;SE54000;;
;Töjby å;;;62.6570964;21.2051584;Finland;efbc84d2-9d1c-43ad-87df-2b59e7e59e62;FI83100;;
;Töreälven;;;66.0565931;22.5489503;Sweden;2609742a-0b9c-4453-8a97-9c80e78f1626;SE5000;;
;Tørvemølle Rende;;;;;;82eb6e9a-321f-40f9-9154-9e7e5c86f633;DK0617;;
;Udløb til Savnsø Vig;;;;;;59073518-af37-468b-914a-8f9c38d93cdc;DK0836;;
;Udløb ved Billitse;;;;;;6ce75b85-bcdb-4ba0-b9a6-fbcad8299052;DK0843;;
;Udløb ved Langø;;;;;;b3fa9fae-b54a-40b3-bf82-8213c35a6a27;DK0837;;
;Udløb ved Strognæs;;;;;;0df0a038-caeb-4ae7-b78c-51662c88f9c6;DK0845;;
;Udløb ved Syltholm;;;;;;17f45c0b-c5ec-41ce-9c0d-88c4cc2f1607;DK0842a;;
;Udria oja;;;59.3702073;27.9117037;Estonia;;;;
;Udriku oja;;;59.314624;26.085083;Estonia;;;;
;Uecker;;;53.4349572;13.9097861;Germany;;;;
;Ukhora;;;59.34784;29.28545;Russia;;;;
;Uksjoki;;;61.7479945;21.5638407;Finland;2af12de0-249d-421f-a09e-acd06a26c698;FI83059;;
;Ula;;;65.0118734;25.4716809;Finland;;;;
;Ulvshale Bæk;;;;;;cdd4ba2e-ec37-443f-9684-c3ff4d4775e7;DK0750;;
;Ume/Vindel;;;;;;;;;
;Umeälven;;;65.0366219;17.3992066;Sweden;7658aafb-4eb6-4997-9574-90c99bbe6643;SE28000;;
;Unajanjoki;;;61.0771498;21.5049003;Finland;0896963e-c77c-4208-a880-b1bb0f3b0f0c;FI83014;;
;Uniesta;;;54.2228529;16.2837262;Poland;;;;
;Upyna;;;55.9346661;22.6450985;Lithuania;;;;
;Ura jõgi;;;58.1680912;24.7165377;Estonia;;;;
;Urpalanjoki;;;60.7671393;27.8292619;Finland;6b9a34f1-99f4-45a3-b52f-5c8030ab0449;FI09000;;
;Uruste oja;;;58.4213242;24.2225236;Estonia;;;;
;Uschkovsky;Ushkovskii;;;;Russia;;;;
;Uskelanjoki;;;60.4422702;23.2543854;Finland;b74595c8-8260-4f89-9d46-05cf78eba553;FI25000;;
;utr_09;;?;;;Germany;;;;
;utr_10;;?;;;Germany;;;;
;utr_15;;?;;;Germany;;;;
;utr_16;;?;;;Germany;;;;
;Uuemõisa oja;;;58.9450636;23.5687919;Estonia;;;;
;Uutuanjoki;;;69.5430673;29.1793587;Finland;c491b2a0-1b37-4dd3-ad8c-8f0322ce32ce;FI70000;;
;Užava;Uzava;;57.2387416;21.44839819;Latvia;07f71bdb-99bc-4a17-9d60-406ad5826c44;LV35811;;
;Vaalimaanjoki;;;60.6182989;27.7651088;Finland;f3f69378-502d-48d9-8821-8ebec80e4595;FI10000;;
;Vaarjoki;;;60.5014237;22.0196872;Finland;58c0b7bd-ff8d-4201-81ce-26c46de693d0;FI82051;;
;Vadbro;;;55.7474086;12.500366;Denmark;ae5e7150-21ad-477f-a526-abe702172256;DK1317a;;
;Vaidava;;;57.488416;26.8530453;Latvia;;;;
;Vaidava jõgi;;;57.5664083;27.1018844;Estonia;;;;
;Vainupea jõgi;;;59.5307322;26.2664315;Estonia;;;;
;Vaive;;;57.2565898;25.3686681;Latvia;5f1ac949-fc6d-4c67-a730-4559def3b666;LV523821;;
;Valdimurru oja;;;58.2989124;24.8215431;Estonia;;;;
;Valgejogi;;;59.3442085;25.8432253;Estonia;;;;
;Valgejõgi;;;59.3442085;25.8432253;Estonia;1fca32ef-ef51-499e-88dd-725153421408;EEVEE1079200;;
;Valkla oja;;;59.4637363;25.3485484;Estonia;;;;
;Vallerinnanoja;;;60.3009157;22.6209273;Finland;2f0b5cc9-4cd2-4216-ae84-8c78e52c30dd;FI82037;;
;Valpperinjoki;;;60.633049;22.1631575;Finland;;;;
;Valtiojoki;;;67.1543525;21.5424364;Sweden;;;;
;Vanajõgi;Vanajogi;;57.8536524;26.9883058;Estonia;;;;
;Vanakubja oja;;;58.4786756;22.1777581;Estonia;;;;
;Vandl fra Alstrup;;;;;;5806f9c2-2482-47d7-abc2-938ec1f01b30;DK0733;;
;Vandl fra Gardersø;;;;;;c9d3351a-3772-41f6-b7ea-d7be8ee9638c;DK1009;;
;Vandl fra Gottesgabe;;;;;;b068d0f3-0a58-43d1-bb09-f764c1695ee5;DK0838;;
;Vandl fra Hartsø;;;;;;d891d71b-d50f-4141-aaf0-c4911efbbc1b;DK1124;;
;Vandl fra Sandby;;;;;;1188097d-f642-4354-bd5c-acd4e2b1fc31;DK0829;;
;Vandl fra Stokkeby;;;;;;8c1f2e37-d725-4cfd-bc98-6a6715913cb2;DK0945;;
;Vandl fra Torup Stran;;;;;;0b270b42-48d7-4fed-961d-d548335f0119;DK0918;;
;Vandl fra Ugelbølle;;;;;;e0b7b3e2-52f5-4434-b954-81e2ac142777;DK1401b;;
;Vandl g Fjordmarken;;;55.026749;9.41649;Denmark;1a5f2eb4-4a2e-4a15-8076-0d2a5fd84cb0;DK0907;;
;Vandl g Sønderskov;;;55.15402;11.846386;Denmark;150c8f68-489e-40d1-a8b2-0401ade313dd;DK1224;;
;Vandl g Torskov;;;;;;d9f50893-4093-4225-9043-9bfe27ce3081;DK1319;;
;Vandl gennem Engmose;;;;;;24b6364f-a3cb-49f2-8685-0688a276bc29;DK0713;;
;Vandl gennem Hestekobbel;;;;;;9e930ccd-9e02-4eba-8873-4af5d59f63de;DK0715;;
;Vandl gennem Kastager Nor;;;;;;641dfc54-19d8-49df-874b-aa4038f38cb4;DK0820a;;
;Vandl gennem Keldskov;;;;;;9a473aa9-1d9b-483c-a177-72283b75b371;DK0846;;
;Vandl gennem Klodskov Nor;;;;;;8d8f19b4-c4fc-4e0d-b3e3-f758e118b394;DK0736;;
;Vandl gennem Købelevhede;;;;;;dcef3809-abf3-4b70-9745-f2e31420b190;DK0825;;
;Vandl gennem Majbølle Nor;;;;;;0882844a-9cc2-4356-92ad-649dafb66197;DK0711;;
;Vandl gennem Maltrup Vænge;;;;;;5fd29cf4-18ae-49ae-aa7d-0b9a778950c7;DK0807;;
;Vandl gennem Nybølle Hede;;;;;;3bcbe7d9-10e2-42b9-848c-d1f7985572bd;DK0820;;
;Vandl gennem Rommes Nakke;;;;;;63f5ff91-88d9-43db-94f6-093c0f24f6a9;DK0804;;
;Vandl i Grund Skov;;;;;;f9aeb5a5-36e8-4143-a635-db1fc0cbca6f;DK1220a;;
;Vandl i Hamborg Skov;;;;;;72fac9bd-71ad-4155-ac88-7e062997cbcf;DK0712a;;
;Vandl i Havrekobbel;;;;;;6a3dfa4c-637b-435d-9de9-e4ce236c4767;DK1114a;;
;Vandl i Hønsnap Skov;;;;;;8c1698c8-e951-4367-8c5c-d1af59cf2559;DK1129a;;
;Vandl i Magleby Skov;;;;;;6e877ead-9395-4b1b-9d03-e85dc8ea28dd;DK0512;;
;Vandl i Præsteskov;;;;;;b87daaf1-f6ea-48fa-8256-36c73dc9aef4;DK0922;;
;Vandl i Sjellerup Sko;;;;;;296a4e1f-bd72-42bf-8100-cc5c1373e606;DK1112a;;
;Vandl i Staxrode;;;;;;872fda87-48d3-4f9a-b814-bb1eb8209b5b;DK1222a;;
;Vandl i Stubberup Have;;;;;;be66738f-0337-4607-82b0-f1f47e16cecf;DK0748a;;
;Vandl n f Blåhøj;;;;;;ffe13ffd-53fd-4beb-a082-021cf0d33fa1;DK1145;;
;Vandl n f Mortenskær;;;;;;e4370297-a53e-4be3-ae09-eb29334c8a91;DK1404;;
;Vandl n for Saltvig;;;;;;0710c895-b7cf-4045-b9d8-3eb3e36b944d;DK0814;;
;Vandl nv for Tranerodde Grund;;;;;;1a928a4b-1edc-4397-9d42-55f907e0ad95;DK1110;;
;Vandl nø for Vigsnæs;;;;;;f23788a4-69d9-4192-931e-d073a5a0cfbd;DK0801;;
;Vandl på Helnæs;;;;;;474580ab-71f3-48be-993d-39ff4b5980ed;DK1017;;
;Vandl s f Mølleskov;;;;;;4ed1d3fa-4515-49d0-8090-9e21a900d42c;DK0917;;
;Vandl s f Varna;;;;;;affadd60-56d1-4860-b6e1-832ff9158a3b;DK1319a;;
;Vandl s f Ørnereden;;;;;;33fd1ca8-bcba-4ed8-a1dc-39cac57c288a;DK1318;;
;Vandl s for Klodskov;;;;;;63adb10c-0d06-4b8f-a3e4-80eabaa21b98;DK0737;;
;Vandl s for Valnæsgård;;;;;;362561b9-4ae6-490f-a610-a504419de78c;DK0732;;
;Vandl s for Vigsnæs;;;;;;982cdf44-621c-4bd4-810a-bd9ad2829a10;DK0802;;
;Vandl sø for Tårs;;;;;;7ca3f38f-010c-4323-af5b-36d81a161be8;DK0828;;
;Vandl til Kalløgrå;;;;;;fe030d18-ece0-46cc-af12-5de8cc67a1d1;DK0803;;
;Vandl til Keldernæs Hage;;;;;;5688c502-325e-4bd0-b907-f8a08efa86ab;DK0813;;
;Vandl til Onsevig;;;;;;5a967ad9-0538-49a1-8574-64ddcbc4221a;DK0824;;
;Vandl til Sjalevejle;;;;;;e0ded4b5-ead6-4894-b098-a4b163a1ce29;DK0821;;
;Vandl til Ålholm;;;;;;f08d2359-2d35-4707-bb90-fa24e5f90b5e;DK0722;;
;Vandl v Gersdorffslund;;;;;;5831dbdc-b4a4-4b84-a010-f051fe6cd621;DK1314a;;
;Vandl v Kobbelskov;;;;;;e42f0d9c-d702-4ff6-85f1-b2d7040c9673;DK1138;;
;Vandl v Romsø;;;55.509692;10.792931;Denmark;324ab406-dc3b-498f-bf97-182521d50994;DK0906;;
;Vandl v Skovmølle;;;55.18546;11.812726;Denmark;d5edf533-8e6a-4e09-ae95-a09a7b62b892;DK0933;;
;Vandl v Spøttrup;;;55.93109;10.2379;Denmark;7053f042-3d1a-4373-86a3-9de1895264eb;DK1314b;;
;Vandl ved Frederiksdal;;;;;;a6b4aef8-8f37-4c42-8366-39afb5cdf5a8;DK0826;;
;Vandl ved Strandhuse;;;;;;6e9c374c-c4c1-4c95-9475-0e7e574ad510;DK0944;;
;Vandl ø for Guldborg;;;;;;040e7962-cf44-4946-8ed2-54cbb97c1282;DK0734;;
;Vandl. I Hildesvig Skov;;;;;;76e21aee-91c8-4fd3-b351-58876d55002e;DK0709;;
;Vandløb i Fakkegrav;;;;;;44fb1201-1033-42fa-8a73-d8a2f0a06cb7;DK1221;;
;Vandløb i Ringelmose;;;;;;9332938c-adf6-4f14-b318-10a28ef757d4;DK1402a;;
;Vandløb ved Vrinners;;;;;;c29de548-051d-430a-942a-b3008b179503;DK1404a;;
;Vanka;;;57.012431;21.7171617;Latvia;78e2ffa3-697d-4546-a8c7-68ccfae98e7e;LV35841;;
;Vantaanjoki;;;60.4782401;24.8708265;Finland;faeffbaa-2268-419b-a8ab-4ae4e7e3c25c;FI21000;;
;Vargsundraån (Åland);;;;;;c7bd7e50-1c92-462c-8271-7562349e10ce;FI82037A;;
;Varja oja;;;59.3862512;27.0804083;Estonia;;;;
;Varjisån;;;65.9006072;20.3145593;Sweden;;;;
;Vārtāja;;;56.5124167;21.5219574;Latvia;82d7bc61-6a8c-4213-a305-213b55fd9e01;LV342861;;
;Vasalemma jõgi;Vasalemma;;59.2276047;24.3372858;Estonia;1158aac8-99f0-46e7-9ce1-932b60a569d0;EEVEE1099200;;
;Vasanoja;;;64.35845;23.98685;Finland;ea3345c1-ade3-4882-b34b-219b324aceb4;FI84077;;
;Vasebæk;;;55.3386279;11.8505159;Denmark;4c875927-fabb-408e-aab8-2055c8d85822;DK0134;b804f016-7ed6-4e09-ad7f-631492cabd4e;
;Vaskjõgi;;;58.3388132;24.691702;Estonia;;;;
;Vecpalsa;;;57.4050367;26.1913641;Latvia;0e382a30-5e31-4b54-b3e3-f98378a0cc3d;LV52721;;
;Vedruka oja;;;58.3297475;22.0932657;Estonia;;;;
;Vefsna;;;;;;cec36eeb-8c9b-428f-a40a-2850bc4ecfa8;SE115000;;
;Vege å;;;56.156663;12.8349573;Sweden;875a7a68-a0a7-4001-8398-b855aa2c4557;SE95000;;
;Vehkajoki;;;61.5051378;24.9217809;Finland;e6783e06-f7b5-4274-95b8-30a27430bff0;FI12000;;
;Veivirza;;;;;;;;;
;Vejstrup Å;;;55.0945768;10.7248582;Denmark;;;;
;Vejupite;;;57.1481583;24.92155596;Latvia;;;;
;Vējupīte;;;57.1481583;24.92155596;Latvia;f72c8b25-bf16-4bd1-9403-a1caa62327a1;LV52192;;
;Velikaja;Velikaya;;56.942534;28.7723291;Russia;;;;
;Velluanjoki;;;60.7526225;21.497404;Finland;5efdaafe-1e0c-4415-87da-aab739482ac1;FI82068;;
;Venta;Venta basin;;56.18981;22.68876;In_two_countries;2c4367a7-f858-4054-99a3-b6569a1d26cf;LV3611;;
;Verkaån;;;59.5558141;17.897336;Sweden;;;;
;Verseka;;;54.2390474;24.8582625;Lithuania;;;;
;Vesiku oja;;;58.290057;22.065875;Estonia;;;;
;Veski jõgi;Veskijogi;;58.111897;26.780544;Estonia;;;;
;Veskioja;;;58.8021741;24.8027638;Estonia;;;;
;Vesterbæk;;;57.1226543;9.9997473;Denmark;c3501f5e-4b03-4da2-8e7d-a243753535c8;DK0206;;
;Vēždūka;;;57.2556608;21.7953097;Latvia;9d82aafa-536b-40de-bad3-62d51a771970;LV36161;;
;Veån;;;;;Sweden;;;;
;Viantienjoki;;;65.7334836;24.9365396;Finland;9211d5ca-c508-4802-b0da-3676449631ee;FI84140;;
;Vibæk;;;56.434971;9.4682676;Denmark;868ca8cf-be91-4ffd-b54d-682d4bf868cb;DK1409;;
;Vibeholmrenden;;;;;;5aea6dbf-5315-4ec2-a8d8-f6c8cd5df4a5;DK0611;;
;Vidon;Vidon';;;;Russia;;;;
;Vierydsån;;;56.2810119;15.1801651;Sweden;e7b349c6-f54b-4ace-8d01-b0f2dbdbd985;SE83000;;
;Viesvile;;;55.0728499;22.3842141;Lithuania;;;;
;Viešviles basin;;;55.193207;22.385787;Lithuania;;;;
;Vihtarinoja;;;;;;200de2a6-6c35-40ba-834c-c8574f6ac7f1;FI84138;;
;Vihterpalu jõgi;;;59.137141;23.9203513;Estonia;;;;
;Viirreoja;;;64.440794;24.1913806;Finland;7a267e1d-51bb-43f8-aad7-ba4bdeca9e4e;FI84081;;
;Viirretjoki;;;64.04795;23.5799;Finland;ca02f6bc-9097-47d5-b15a-d1fc186c7534;FI84063;;
;Vija;;Vecpalsa;;;;;;;
;Vija, Vecpalsa;;Vecpalsa; Vecpalsa;57.528718;;;;;
;Vikbäcken;;;62.8748576;14.5214795;Sweden;fddebf90-5a81-4a17-921f-84777e2567c6;FI83083;;
;Vikströmsbäcken;;;;;;6076fd64-193b-4296-86a4-cba255506d66;FI84045;;
;Vilajoki;;;60.6391454;28.2583969;Russia;e369c9f4-ee37-417e-86fb-98c274e92b43;FI08000;;
;Vildoga;;;57.2014457;24.9847877;Latvia;bbd33b32-43c3-405c-b0ff-62401a58d9e2;LV523121;;
;Vilija;;;54.7823334;25.9122473;Belarus;;;;
;Villestrup å;;;56.7504405;9.958342;Denmark;;;;
;Vilnia;;;54.7099719;25.5272525;Lithuania;;;;
;Vindelälven;;;65.2761453;17.8464863;Sweden;;;;
;Vindån;;;58.0895896;16.4896884;Sweden;a30003c0-4510-4182-9ca4-55f0e9d97647;SE69000;;
;Virbupe;;;57.0888624;22.5641218;Latvia;;;;
;Virinta;;;55.3575889;25.2187514;Lithuania;;;;
;Virojoki;;;60.583337;27.7109299;Finland;6875dc55-81ea-44fc-9cce-72064d626229;FI11000;;
;Virån;;;;;Sweden;fed833ab-5218-4bb3-bb73-2adc54a16bac;SE73000;;
;Visete;;;;;;;;;
;Viskan;;;62.4489824;16.4359832;Sweden;cafcf1a6-df49-4ca7-be2c-9f47b1defeee;SE105000;;
;Vistula;;;;;;;;;
;Vitbäcken;;;66.1199377;20.0255102;Sweden;;;;
;Vitrupe;;;57.63701645;24.38033319;Latvia;67a9fe30-971a-433e-9cf8-78bd51c31033;LV5361;;
;Vitsån;;;59.1011517;18.1159472;Sweden;;;;
;Vittangiälven;;;67.8933;21.12354354;Sweden;;;;
;Vitträsk;;;60.1837455;24.49171697;Finland;0a056202-ee45-4bee-9a17-7c6871bab834;FI81059;;
;Vitån;;;;;;73586a05-42ab-4312-baff-d13bf049c847;SE6000;;
;Vizla;;;57.3753528;26.2397106;Latvia;716f7117-b7b6-4aaf-b310-9823195b11a1;LV52741;;
;Vizla, Palsa, Vija;;Vizla?;;;;;;;
;Vl fra Blommeskobbel;;;;;;9b4e9ca9-aee7-4367-83c5-7b2f4bd81341;DK1118;;
;Vl g Nylandsmose;;;;;;aaebe6ad-b719-4a8c-ab58-d39615dc72d6;DK0626;;
;Vl gen Halskov Overdr;;;;;;809796b1-861b-443b-ad9e-09903795e8f2;DK0606;;
;Vl gennem Bisserup;;;55.20756;11.49506;Denmark;6e454115-3ae0-4367-b6a5-402ef1d6b527;DK0618;;
;vl n o Stignæs skov;;;;;;a429279e-b6fb-4b07-af7b-8012b02d59a0;DK0612;;
;Vl v Karrebækstorp Skov;;;;;;de418916-46b9-43e2-9d6e-919f2a706efd;DK0620;;
;VL v Nakskov havn;;;54.83372;11.120568;Denmark;0af817d4-1e00-4f57-99d2-ccc426e9daac;DK0835;;
;Vl ved Hellebæk;;;54.9185;8.73042;Denmark;dc5886f3-d881-469d-b577-3192b02413a4;DK0208;;
;Vodja jõgi;;;58.9560087;25.663189;Estonia;;;;
;Voka oja;;;59.383068;27.585765;Estonia;;;;
;Vokė;Voke;;54.602471;25.1559533;Lithuania;;;;
;Võlupe jõgi;;;58.549662;22.8275117;Estonia;;;;
;Vorfluter Kronstrang;;;54.426403;9.899274;Germany;;;;
;Voronka;;;;;Russia;;;;
;Võsu jõgi;;;59.5381778;25.9629187;Estonia;;;;
;Vrangbæk;;;57.4001567;10.4764536;Denmark;6755cffc-4283-4471-be09-eea68a54bdd0;DK1117;;
;Vruda;;;59.4211271;29.2819241;Russia;;;;
;Vuoksi;;;61.1672767;28.7694305;Finland;77d34190-4762-40fb-a161-2c499b02db2e;FI04000;;
;Vuornosoja;;;;;;4c2bcb3a-f028-471f-95fa-2db0d494f304;FI84126;;
;Vålse Kanal;;;54.9278655;11.7771799;Denmark;b74fb979-f4ae-4add-8352-47e2f1af1ab1;DK0730;;
;Vårbæk;;;55.2209369;14.9097775;Denmark;f95fc4dc-fbe2-463b-9450-cd9faa2e71ee;DK0135;;
;Vähä-Ruonaoja;;;67.511193;24.322757;Finland;a8f99107-3090-4391-8a31-3534b5b3bee4;FI84153;;
;Västanbäcken;;;60.4892972;14.9494272;Sweden;;;;
;Västanträsk (Åland);;;60.3341014;19.925322;Finland;823530be-1c0c-472f-986e-ba1a909a14a1;FI82039A;;
;Västerbäck;;;64.0439206;19.6383729;Sweden;0f1963e4-29db-4e32-aca5-7d5d9ce9bd32;FI83089;;
;Västra Kyrksund (Åland);;;;;;31015a2c-b37b-4a13-bd6f-fd20068d625c;FI82044A;;
;Vääna;;;59.3909052;24.4159265;Estonia;88df506d-ded4-4b73-aaa1-ca5553216322;EEVEE1094500;;
;Vääna jõgi;;;59.3409454;24.5805643;Estonia;;;;
;Vääräoja;;;61.0584178;21.660077;Finland;e923966a-cb1f-4463-8905-107f61b64616;FI84108;;
;Vöyrinjoki;;;63.1927883;22.2601689;Finland;d371b94f-dd70-43a9-8dac-e42566b403af;FI84009;;
;Waidbach;;;54.0000228;12.0098222;Germany;;;;
;Wallbach;;;;;;;;;
;Wallensteingraben;;;53.8346994;11.4705116;Germany;;;;
;Warbel;;;53.950643;12.602516;Germany;;;;
;Warnow;;;53.7852296;11.8820169;Germany;;;;
;Warta;;;;;;;;;
;Wehrau, Mühlenau, Reidsbek;;;;;;;;;
;Wellspanger Au;;;54.586223;9.6069828;Germany;;;;
;Westpeene;WestPeene;;53.653796;12.516837;Germany;;;;
;WestPeene (hinter Malchiner See);;;;;Germany;;;;
;Wieprza;;;54.118354;17.0822744;Poland;;;;
;Wietingsbach;;;53.7108901;11.8317028;Germany;;;;
;Wittbeck;;;;;;;;;
;Wolfsbach;;;;;Germany;;;;
;Üecker;;;53.4349572;13.9097861;Germany;;;;
;Ylinen Kihlankijoki;;;67.55;23.45;Sweden;;;;
;Yppärinjoki;;;64.3888926;24.1175008;Finland;d9e05d1e-7c38-4e01-97cd-0454b218573e;FI84079;;
;Yukkola east;;east mid west;;;Russia;;;;
;Yukkola middle;;east mid west;;;Russia;;;;
;Yukkola west;;east mid west;;;Russia;;;;
;Zachodniaja Dvina;;;55.5357049;28.6734237;Belarus;;;;
;Zagórska Struga;;;54.5646639;18.3925281;Poland;;;;
;Zaķupe;;;;;Latvia;82030f36-5455-4921-b1e6-d87b5debd923;LV5356;;
;Žalėsa;"Zalesa; Žalesa";;54.8439808;25.3506143;Lithuania;;;;
;Zapadnaja Dvina;;;56.2588287;32.0707122;Russia;;;;
;Zarnow;;;;;Germany;;;;
;Zarow;;Spelling?;;;Germany;;;;
;Žeimena;Zeimena;;55.0677251;25.8743584;Lithuania;;;;
;Žeimenos basin;;Zeimena?;54.932996;23.674189;Lithuania;;;;
;Zelenogorsky;;;;;Russia;;;;
;Ziddorfer Mühlenbach;;;53.6554299;12.4760396;Germany;;;;
;Zielona Struga;;;54.4617185;16.8011844;Poland;;;;
;Zierower Bach;;;53.901737;11.404039;Germany;;;;
;Ziese;;;54.0832246;13.5350181;Germany;;;;
;Žiežmara;Ziezmara;;54.8563105;24.7141944;Lithuania;;;;
;Zvelsa;;;55.7536325;21.6953283;Lithuania;;;;
;Zyba;;;;;;;;;
;Åbyälven;Åby älv;;65.3922873;20.4939061;Sweden;c9802e4d-861a-4ddf-af22-f3fcb99043bb;SE17000;;
;Ågeby Å;;;54.7583993;11.291357;Denmark;a57a434f-6e8e-431c-97d5-e3ade0b27c85;DK0841;;
;Åkersström;;;59.5056404;18.2728921;Sweden;310b8fdb-18c2-4ebe-b1a8-0c5ebad1420d;SE60000;;
;Ålekisterende;;;55.5100798;10.6524912;Denmark;37e68c29-1a11-4f2a-94a4-4bffc2e4a136;DK0916;;
;Ålerenden;;;56.026161;9.3506061;Denmark;6a9a12b4-ce9e-4272-be59-dadd07a79d90;DK0953;;
;Ålsån;;;66.3718209;22.9326219;Sweden;;;;
;Ångermanälven;;;64.7160224;16.2893266;Sweden;d1ff5789-0751-4fcf-8fff-524f3ec5af9c;SE38000;;
;Åvaån;;;59.1685431;18.3431099;Sweden;;;;
;Ähtävänjoki;;;63.56065;23.1530361;Finland;dc5da4ad-4eb8-44c6-a1d7-a26fab309822;FI47000;;
;Äkäsjoki;;;67.5524512;24.000732;Finland;;;;
;Älandsån;;;;;Sweden;;;;
;Ängesån;;;66.7599959;22.2741621;Sweden;;;;
;Äppelträskdiket;;;;;;045c8d6e-2345-4e7f-b8b9-d4314c9e6cb4;FI83108;;
;Ätran;;;57.5643104;13.1245905;Sweden;418c7602-88c7-4a93-a302-18564453687e;SE103000;;
;Ørbæk Rende;;;55.4444881;11.5409877;Denmark;fef32531-1f1f-4e80-98df-0217a9f840aa;DK0610;;
;Örekilsälven;;;58.7378328;11.801666;Sweden;1af9d114-138d-43d8-8009-be983d43c761;SE110000;;
;Öreälven;Öreälv;;61.2007011;14.8662881;Sweden;9699bbef-f937-42ed-a3c6-f382fc027996;SE30000;;
;Örupsån;;;55.5;13.91667;Sweden;;;;
;Østersøkanalen;;;;;;a5283822-52c1-4ab2-a5dc-92b0453b0bbe;DK0849;;
;Østerå;;;56.9998325;9.892546;Denmark;012c6b11-66d9-4122-b64c-e54c64cf476f;DK0810;;
;Østlig vandl til Torrig Vig;;;;;;7ce755e6-2986-4aba-997b-19bb48513844;DK0817;;
